,0,1,2,4,5,6,7,8,10,11,12,13,14,16,17,18,19,20
0,152341,0,0,0,0,0,0,0,3,0,0,10,0,0,1,0,45,0
1,0,152399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,152400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,152400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,152400,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,14,0,0,0,152386,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,152400,0,0,0,0,0,0,0,0,0,0,0
8,220,84,18,0,6,0,8,151935,11,4,2,105,0,1,0,0,6,0
10,1498,0,0,0,0,0,0,0,150899,0,0,0,0,3,0,0,0,0
11,68,0,0,24,0,0,0,0,0,152307,0,0,0,1,0,0,0,0
12,3,0,0,0,760,0,13,211,14,0,147241,33,0,0,0,4114,0,11
13,1543,0,0,0,139,0,5,156,380,0,445,149124,0,161,11,435,1,0
14,0,0,0,0,0,0,0,0,0,0,0,0,152400,0,0,0,0,0
16,188,0,0,0,0,0,0,0,19,0,0,0,0,152190,0,0,3,0
17,1035,0,0,0,3,0,0,0,0,0,0,5,0,0,151356,0,1,0
18,2600,0,0,0,1466,0,0,3,0,0,3855,5,0,0,408,144063,0,0
19,39,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,152359,0
20,1831,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,150567
