,0,1,2,4,5,6,7,8,10,11,12,13,14,16,17,18,19,20
0,151803,0,0,0,0,0,0,0,0,44,0,94,0,0,0,189,70,0
1,0,152192,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2,0,0,152200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,152200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,152200,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,152200,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,152200,0,0,0,0,0,0,0,0,0,0,0
8,158,383,310,0,0,0,1,151298,0,0,0,38,0,4,0,7,1,0
10,2017,0,0,0,0,0,0,17,149950,17,0,121,0,54,0,0,24,0
11,37,0,0,2,0,0,0,0,0,152160,0,0,0,0,0,0,1,0
12,0,0,0,0,180,0,3,18,13,0,145199,88,0,0,0,6694,0,5
13,1115,0,0,0,9,264,309,316,29,0,1208,147882,0,2,5,1059,2,0
14,0,0,0,0,0,0,0,0,0,0,0,0,152200,0,0,0,0,0
16,203,0,0,0,0,0,0,0,4,0,0,0,0,151993,0,0,0,0
17,963,0,0,0,0,0,0,0,0,0,0,4,0,0,151216,11,6,0
18,2498,0,0,0,0,0,0,7,0,0,4115,0,0,0,533,145046,1,0
19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152183,0
20,1769,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,150413
