,0,1,2,4,5,6,7,8,10,11,12,13,14,16,17,18,19,20
0,0,0,0,0,0,0,0,0,0,152200,0,0,0,0,0,0,0,0
1,0,152200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,152200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,152200,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,132669,19443,0,39,0,0,0,49,0
6,0,0,0,0,0,152200,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,109416,40102,0,19,0,0,126,2537,0
8,0,14803,5615,0,0,332,0,0,0,27554,92523,0,7168,0,0,3962,243,0
10,0,0,0,0,0,0,0,0,0,150907,1256,0,1,0,0,0,36,0
11,0,0,0,0,0,0,0,0,0,152194,5,0,0,0,0,0,1,0
12,0,0,0,0,0,0,0,0,0,1879,146143,0,113,0,0,4064,1,0
13,0,21,0,0,0,2051,0,0,0,22800,114262,0,11266,0,0,1574,226,0
14,0,0,0,0,0,0,0,0,0,0,0,0,152200,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,152175,23,0,0,0,0,0,2,0
17,0,25,0,0,0,0,0,0,0,111787,21025,0,18308,0,0,118,937,0
18,0,0,0,0,0,0,0,0,0,7157,90115,0,0,0,0,54919,9,0
19,0,0,0,0,0,0,0,0,0,152199,0,0,0,0,0,0,1,0
20,0,0,0,0,0,0,0,0,0,152137,62,0,1,0,0,0,0,0
