,0,1,2,4,5,6,7,8,10,11,12,13,14,16,17,18,19,20
0,0,0,0,0,0,0,0,0,0,151315,0,0,885,0,0,0,0,0
1,0,152200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,149234,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,151490,0,0,710,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,143084,869,0,8247,0,0,0,0,0
6,0,0,0,0,0,152200,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,21659,28026,0,102515,0,0,0,0,0
8,0,28935,9876,0,0,558,0,0,0,44446,32995,0,35390,0,0,0,0,0
10,0,21,0,0,0,0,0,0,0,142989,8,0,9182,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,142819,0,0,9381,0,0,0,0,0
12,0,370,0,0,0,0,0,0,0,51556,83828,0,13058,0,0,3388,0,0
13,0,10799,793,0,0,30589,0,0,0,29482,48813,0,30980,0,0,744,0,0
14,0,0,0,0,0,0,0,0,0,804,0,0,151396,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,149934,0,0,2266,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,6049,11,0,146140,0,0,0,0,0
18,0,6902,0,0,0,9,0,0,0,13147,82990,0,477,0,0,48675,0,0
19,0,0,0,0,0,0,0,0,0,151216,0,0,984,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,145632,0,0,6568,0,0,0,0,0
