,0,1,2,4,5,6,7,8,10,11,12,13,14,16,17,18,19,20
0,125958,0,0,3994,0,0,0,0,18880,2628,0,0,0,0,0,0,940,0
1,0,152400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,152394,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
4,22311,0,0,127658,0,0,0,0,805,1551,0,0,0,0,0,5,70,0
5,102262,0,0,6465,0,0,0,0,31119,2010,9899,0,0,0,0,0,645,0
6,0,0,0,0,0,139212,0,0,0,0,0,0,0,0,0,13188,0,0
7,110758,0,0,1310,0,0,0,0,24058,1373,13775,0,0,0,0,72,1054,0
8,5511,10867,4296,2399,0,3,0,0,73554,291,54632,0,2,0,0,3,842,0
10,73764,0,0,2906,0,0,0,0,72912,1592,35,0,0,0,0,20,1171,0
11,480,0,0,90,0,0,0,0,186,151640,0,0,0,0,0,0,4,0
12,89,1326,0,592,0,0,0,0,5621,421,140499,0,276,0,0,3507,69,0
13,8544,24,70,6816,0,887,0,0,55461,203,74511,0,2,0,0,1118,4764,0
14,0,0,0,0,0,0,0,0,0,0,0,0,152400,0,0,0,0,0
16,98589,0,0,3354,0,0,0,0,46551,2208,0,0,0,0,0,14,1684,0
17,1578,0,0,1393,0,0,0,0,330,4871,130649,0,3800,0,0,3,9776,0
18,4140,0,2,245,0,0,0,0,534,560,49320,0,112,0,0,97286,201,0
19,157,0,0,15,0,0,0,0,27,3,0,0,0,0,0,0,152198,0
20,121717,0,0,5316,0,0,0,0,21847,3222,0,0,0,0,0,2,296,0
